Windows 7 SP 1
Version 6.1.7601 (cmd->"ver")
ntdll.dll

Name	Address	Ordinal
NtInitiatePowerAction	0000000078EBA650	326
NtIsProcessInJob	0000000078EB9D90	327
NtIsSystemResumeAutomatic	0000000078EBA660	328
NtIsUILanguageComitted	0000000078EBA670	329
NtListenPort	0000000078EBA680	330
NtLoadDriver	0000000078EBA690	331
NtLoadKey	0000000078EBA6A0	332
NtLoadKey2	0000000078EBA6B0	333
NtLoadKeyEx	0000000078EBA6C0	334
NtLockFile	0000000078EBA6D0	335
NtLockProductActivationKeys	0000000078EBA6E0	336
NtLockRegistryKey	0000000078EBA6F0	337
NtLockVirtualMemory	0000000078EBA700	338
NtMakePermanentObject	0000000078EBA710	339
NtMakeTemporaryObject	0000000078EBA720	340
NtMapCMFModule	0000000078EBA730	341
NtMapUserPhysicalPages	0000000078EBA740	342
NtMapUserPhysicalPagesScatter	0000000078EB98D0	343
NtMapViewOfSection	0000000078EB9B20	344
NtModifyBootEntry	0000000078EBA750	345
NtModifyDriverEntry	0000000078EBA760	346
NtNotifyChangeDirectoryFile	0000000078EBA770	347
NtNotifyChangeKey	0000000078EBA780	348
NtNotifyChangeMultipleKeys	0000000078EBA790	349
NtNotifyChangeSession	0000000078EBA7A0	350
NtOpenDirectoryObject	0000000078EB9E20	351
NtOpenEnlistment	0000000078EBA7B0	352
NtOpenEvent	0000000078EB9CA0	353
NtOpenEventPair	0000000078EBA7C0	354
NtOpenFile	0000000078EB9BD0	355
NtOpenIoCompletion	0000000078EBA7D0	356
NtOpenJobObject	0000000078EBA7E0	357
NtOpenKey	0000000078EB99C0	358
NtOpenKeyEx	0000000078EBA7F0	359
NtOpenKeyTransacted	0000000078EBA800	360
NtOpenKeyTransactedEx	0000000078EBA810	361
NtOpenKeyedEvent	0000000078EBA820	362
NtOpenMutant	0000000078EBA830	363
NtOpenObjectAuditAlarm	0000000078EBA840	364
NtOpenPrivateNamespace	0000000078EBA850	365
NtOpenProcess	0000000078EB9B00	366
NtOpenProcessToken	0000000078EBA860	367
NtOpenProcessTokenEx	0000000078EB9BA0	368
NtOpenResourceManager	0000000078EBA870	369
NtOpenSection	0000000078EB9C10	370
NtOpenSemaphore	0000000078EBA880	371
NtOpenSession	0000000078EBA890	372
NtOpenSymbolicLinkObject	0000000078EBA8A0	373
NtOpenThread	0000000078EBA8B0	374
NtOpenThreadToken	0000000078EB9AE0	375
NtOpenThreadTokenEx	0000000078EB9B90	376
NtOpenTimer	0000000078EBA8C0	377
NtOpenTransaction	0000000078EBA8D0	378
NtOpenTransactionManager	0000000078EBA8E0	379
NtPlugPlayControl	0000000078EBA8F0	380
NtPowerInformation	0000000078EB9E90	381
NtPrePrepareComplete	0000000078EBA900	382
NtPrePrepareEnlistment	0000000078EBA910	383
NtPrepareComplete	0000000078EBA920	384
NtPrepareEnlistment	0000000078EBA930	385
NtPrivilegeCheck	0000000078EBA940	386
NtPrivilegeObjectAuditAlarm	0000000078EBA950	387
NtPrivilegedServiceAuditAlarm	0000000078EBA960	388
NtPropagationComplete	0000000078EBA970	389
NtPropagationFailed	0000000078EBA980	390
NtProtectVirtualMemory	0000000078EB9DA0	391
NtPulseEvent	0000000078EBA990	392
NtQueryAttributesFile	0000000078EB9C70	393
NtQueryBootEntryOrder	0000000078EBA9A0	394
NtQueryBootOptions	0000000078EBA9B0	395
NtQueryDebugFilterState	0000000078EBA9C0	396
NtQueryDefaultLocale	0000000078EB99F0	397
NtQueryDefaultUILanguage	0000000078EB9CE0	398
NtQueryDirectoryFile	0000000078EB9BF0	399
NtQueryDirectoryObject	0000000078EBA9D0	400
NtQueryDriverEntryOrder	0000000078EBA9E0	401
NtQueryEaFile	0000000078EBA9F0	402
NtQueryEvent	0000000078EB9E00	403
NtQueryFullAttributesFile	0000000078EBAA00	404
NtQueryInformationAtom	0000000078EBAA10	405
NtQueryInformationEnlistment	0000000078EBAA20	406
NtQueryInformationFile	0000000078EB99B0	407
NtQueryInformationJobObject	0000000078EBAA30	408
NtQueryInformationPort	0000000078EBAA40	409
NtQueryInformationProcess	0000000078EB9A30	410
NtQueryInformationResourceManager	0000000078EBAA50	411
NtQueryInformationThread	0000000078EB9AF0	412
NtQueryInformationToken	0000000078EB9AB0	413
NtQueryInformationTransaction	0000000078EBAA60	414
NtQueryInformationTransactionManager	0000000078EBAA70	415
NtQueryInformationWorkerFactory	0000000078EBAA80	416
NtQueryInstallUILanguage	0000000078EBAA90	417
NtQueryIntervalProfile	0000000078EBAAA0	418
NtQueryIoCompletion	0000000078EBAAB0	419
NtQueryKey	0000000078EB9A00	420
NtQueryLicenseValue	0000000078EBAAC0	421
NtQueryMultipleValueKey	0000000078EBAAD0	422
NtQueryMutant	0000000078EBAAE0	423
NtQueryObject	0000000078EB99A0	424
NtQueryOpenSubKeys	0000000078EBAAF0	425
NtQueryOpenSubKeysEx	0000000078EBAB00	426
NtQueryPerformanceCounter	0000000078EB9BB0	427
NtQueryPortInformationProcess	0000000078EBAB10	428
NtQueryQuotaInformationFile	0000000078EBAB20	429
NtQuerySection	0000000078EB9DB0	430
NtQuerySecurityAttributesToken	0000000078EBAB30	431
NtQuerySecurityObject	0000000078EBAB40	432
NtQuerySemaphore	0000000078EBAB50	433
NtQuerySymbolicLinkObject	0000000078EBAB60	434
NtQuerySystemEnvironmentValue	0000000078EBAB70	435
NtQuerySystemEnvironmentValueEx	0000000078EBAB80	436
NtQuerySystemInformation	0000000078EB9C00	437
NtQuerySystemInformationEx	0000000078EBAB90	438
NtQuerySystemTime	0000000078EB9E40	439
NtQueryTimer	0000000078EB9C20	440
NtQueryTimerResolution	0000000078EBABA0	441
NtQueryValueKey	0000000078EB9A10	442
NtQueryVirtualMemory	0000000078EB9AD0	443
NtQueryVolumeInformationFile	0000000078EB9D30	444
NtQueueApcThread	0000000078EB9CF0	445
NtQueueApcThreadEx	0000000078EBABB0	446
NtRaiseException	0000000078EBABC0	447
NtRaiseHardError	0000000078EBABD0	448
NtReadFile	0000000078EB9900	449
NtReadFileScatter	0000000078EB9B80	450
NtReadOnlyEnlistment	0000000078EBABE0	451
NtReadRequestData	0000000078EB9DE0	452
NtReadVirtualMemory	0000000078EB9C90	453
NtRecoverEnlistment	0000000078EBABF0	454
NtRecoverResourceManager	0000000078EBAC00	455
NtRecoverTransactionManager	0000000078EBAC10	456
NtRegisterProtocolAddressInformation	0000000078EBAC20	457
NtRegisterThreadTerminatePort	0000000078EBAC30	458
NtReleaseKeyedEvent	0000000078EBAC40	459
NtReleaseMutant	0000000078EB9AA0	460
NtReleaseSemaphore	0000000078EB9940	461
NtReleaseWorkerFactoryWorker	0000000078EBAC50	462
NtRemoveIoCompletion	0000000078EB9930	463
NtRemoveIoCompletionEx	0000000078EBAC60	464
NtRemoveProcessDebug	0000000078EBAC70	465
NtRenameKey	0000000078EBAC80	466
NtRenameTransactionManager	0000000078EBAC90	467
NtReplaceKey	0000000078EBACA0	468
NtReplacePartitionUnit	0000000078EBACB0	469
NtReplyPort	0000000078EB9960	470
NtReplyWaitReceivePort	0000000078EB9950	471
NtReplyWaitReceivePortEx	0000000078EB9B50	472
NtReplyWaitReplyPort	0000000078EBACC0	473
NtRequestPort	0000000078EBACD0	474
NtRequestWaitReplyPort	0000000078EB9AC0	475
NtResetEvent	0000000078EBACE0	476
NtResetWriteWatch	0000000078EBACF0	477
NtRestoreKey	0000000078EBAD00	478
NtResumeProcess	0000000078EBAD10	479
NtResumeThread	0000000078EB9DC0	480
NtRollbackComplete	0000000078EBAD20	481
NtRollbackEnlistment	0000000078EBAD30	482
NtRollbackTransaction	0000000078EBAD40	483
NtRollforwardTransactionManager	0000000078EBAD50	484
NtSaveKey	0000000078EBAD60	485
NtSaveKeyEx	0000000078EBAD70	486
NtSaveMergedKeys	0000000078EBAD80	487
NtSecureConnectPort	0000000078EBAD90	488
NtSerializeBoot	0000000078EBADA0	489
